Id,Password,Name,Gender,Views,Purchases,Preferences
553,7821,Mellie,female,45;52;56;47;43;83;84;73;28;22;14;16;79;58;8,58;28;73;14;16;22;43;56;52;84;83;45;79,none
554,3701,Daisye,female,58;12;61;31;65;72;22;17;35;60,31;12;65;17;61;72;22;35,none
555,3438,Mattye,female,95,none
556,8239,Finis,male,85;28;61;65;78;67;35;63;24;23;0;53;22;70;92;99;38;2;13,63;67;78;38;61;0;22;70;28;23;35;65,none
557,8405,Orvin,male,9;32;31;62;15;48;33;1;95;25;53;63;61;28;0;38;68;49;55;60;43,62;0;38;60;33;68,none
558,5007,Lorie,female,13;91;39;86;98;85;8;69;21;96;76;71;0;3;97;18;40;37;92;33;53;80,92;71;86;37;33;97;13;98;8;91;76;53;96;0;21;85;40;3,none
559,7534,Stanford,male,48;63;11;39;42;10;72;12,39;63;48;72;11,none
560,1413,Vaughn,male,74;39;76;45;46;57;38;43;27;36;28,57,none
561,5411,Bluford,male,21;0;1;82;81;77;47;78;68;29,1;21;78;68;81,none
562,1005,Lilie,female,81;49;91;69;43;65;79;8;78;16;1;82,43;49;79,none
563,1081,Texie,female,45;59;6;75;48;97;96;39;17;62;26;85;46;15;87;72;91;82,17;72;62;91;15;97;87;45;59;48;6,none
564,7241,Albertine,female,66;82;42;18;73;63;88,none
565,8842,Kenyon,male,3;33;25;47;16;13;86;79;72;36;95;94;18;97;71;40;0;31;9;74;57,71;25,none
566,4287,Jeremey,male,17;65;26,none
567,5228,Laurene,female,79;18;14;60;43;41;73;63,79;73,none
568,6066,Cole,male,86;9;43;25;45;7;22;75;59;83;73,22;25;7;45;43;9;59,none
569,6717,Elease,female,99;76;62;91,62;76,none
570,9549,Kenna,female,61;63;88;64;59;79;16;80;27;50;97;66,80;50;27;59;61;64;79,none
571,7221,Blanchie,female,74;90,74,none
572,3776,Reyes,male,87,none
573,7804,Ronny,male,88;95;47,95,none
574,6510,Matilde,female,69;98;27;12,none
575,5818,Ivory,male,94;89;76;71;24;31;53;98;60;59;68;92;57;48;17;5;30;49;1,76;49;53;71;94;68;59;31;24;92,none
576,1329,Pinkie,female,22;74;19;32;17;66;87;70;43;37;38;20;49;71;34,87;32;66;70;74,none
577,5048,Cyndi,female,93;91;64;88;77;14;27;13;73;59;78;12;54;9;16;50;33;75;29;6,64;27;29;9;59;50;75;54;93;33;13;14;12;88;91;78;16,none
578,3163,Harry,male,62;40;92;7;31;82;58;48;19,7;48;62;40;92;82;58;31,none
579,2273,Antoine,male,32;54;61;92;35;96;42;3;1;80;53;31;11;63;6;60;47;2;65;94,61;6;60;63;11;1;32;31;42;35;80;2;92;54;3,none
580,5034,Colonel,male,81;46;11;12;39;74;54;87;34;68;77,39;81,none
581,3320,Jarett,male,65;94;21,94,none
582,6382,Cordelia,female,28;57;64;68;25;79;36;52;80,68,none
583,1406,Christine,female,82;69;18;32;6;91;11,none
584,2919,Birt,male,46;68;41;25;35;36;56;20,56;36;25,none
585,9047,Rayan,male,7;61;67;42;73;70;20,42;7,none
586,3212,Tresa,female,5;45;48;37;73;30;43;27;46;97;29;64;28;96,none
587,5609,Cathy,female,47;87;81;27;49;8;6;64;63;84;69;3;17;12;73;5,27;3,none
588,9930,Ernest,male,32;13;69;17;55;21;63;78;77;5;41,32;13;17;5;78,none
589,9182,Harvy,male,37;35,37,none
590,5307,Vina,female,44;30;62;40;85;36,62;30;44,none
591,9820,Jenilee,female,74;30;32;40;41;47;48;13;28;56;44;8;95;25;75;29;59;1;71;12;46,95;13;29;47;56;8;12;30;32;44;28;71;74;75;41;1,none
592,3851,Carlee,female,77;93;48;29,none
593,4827,Adell,female,99;23;16;63;40;49,99;23;16,none
594,1305,Hezzie,male,17;79;74;15;31;2;9;16;94;98;97;61;58;3;27;59;18;91;99;29;95;28;8,61;9;95;79;17;16,none
595,6303,Nigel,male,59;31;6;53;84,31;59;53;6,none
596,9042,Aurilla,female,28;15;44;53;95;55;17,15;95;53;55,none
597,4683,Ginger,female,51;7;37;0;5;21,51,none
598,6148,Shari,female,65;83;68;23;37;32;6;16;76;7;66;86;85;9;56,16;23;6;37;86;85;65;7;68;83;9;32;66,none
599,9453,Philo,male,35;78;58;84;12;69;46;1;72;74;56;5;38;76;13;82;23;52;96;30;9;11;64,69;46;13;52;74;1;35;76;78;30;5;23;38;58,none
600,1010,Zander,male,79;56;80;61;8;26;35;51;89;82;53;66;65;3;70;2;55;62;67;69;77,56,none
601,9453,Arely,female,21;29;92;54;6,92,none
602,2995,Jaidyn,male,59;31;96;84;42;67;61;27;98;86,84;59;27;98;31;42;61;67,none
603,7568,Bradley,male,69;8;44;87;21;3;67;50;31;68;23;10;60;48;96;40;18;49;42,8;10;44;23,none
604,2208,Kordell,male,99;92;9;0;56;45;96;20;21;82;41,none
605,2055,Ellar,female,45;0;96;76;9;56;71;14;8;91;75;16;39;36;4,9;71;75;0;56;16,none
606,4377,Lauri,female,34;72;8;77;58;27;96;3;11;93;53;55;7;25;2,7;27,none
607,8426,Nataly,female,84;14;5;83;85;92;62;40;39;82;30;7;80;19,14;5;30;85;80;82;92;7;83;62;84;40,none
608,5051,Dedrick,male,63;13;14;94;11;87;4;32;2;56,11;2;13;4;14;94;63;87;32,none
609,5628,Jocelyne,female,37;26;98;94,98;26;37,none
610,8948,Rome,male,59;53;62;31;2;54;44;10;12;90;16;46;5;58;96;69;29;7;20;93;81;45,81;96;46;54;58;59;12;7;44;69;53;31;16;10;2,none
611,1439,Gearld,male,19;6;96;89;5;8;83;35;57;85;80;63;87;49;91;95,63;6;8;96;80;35,none
612,4593,Donavon,male,47;63;67;13,67;63;47,none
613,8095,Jonna,female,51;53;20;16;39;48;34;95;94;17;50;81;57,50;94;17;95;39;20;51,none
614,6747,Olinda,female,74,none
615,7183,Precious,female,14;22;94;70;51;68;16;90;44;27;9;28;4;71;49;63;29;36;56;89;72;25;8;65,90;56;72;28;89,none
616,2240,Yamilex,female,63;85;37;20;50;44;39;46;80;69;9;67;88;33;21;51;52;82;27;47;35;1,88;21;67;63;80;52;20;82;35;85;50;47;37;9;27;69;44;39;33;51;46,none
617,5865,Rodger,male,81,none
618,7969,Darryle,male,16;96;56;77;43,16,none
619,4916,Noelia,female,25;68;16;65;95;53;10;66;43;92;23;75;69;17;29;42;74,10;29;68;17;95;65,none
620,5734,Taj,male,18;68;3;55;21;53;82;29;99;33;14;79;13;93;32;20;94;26;77;30,13;68;14;20;21;26;29;82,none
621,6014,Angelica,female,57;17;21;6;92;14;78;84;45;97;71;20;86;24;63,86;57;21;78;97;24;17;45;84;20;6;71;14;92,none
622,6327,Greene,male,60;82;72;96;85;86;55;50;53;68;19;48;14;42;93;84,93;96;19;48;72;86;42;85;82;14,none
623,5901,Delle,female,81;47;60;12,81;60;47,none
624,5037,Marylin,female,16;54;28;51;86;82;17;7;84;97;90;41;79;69;26;42;27;99;25;9;81;31;53;35;5,84;42;54;35;27;90;51;79;31;81;41,none
625,3889,Lavern,male,13;62;40;17;44;31;54;4;99;92;41;33;56;20;42;48;80;75;2;0;57;12;28,62;80;44;75;40;48;33;13;41,none
626,1701,Rosa,male,71;74;47,71;74,none
627,2949,Olaf,male,47;56;59;84;53;66;35;32;91;17;58;43;3;95;10;42;55;78;49;37;27;14;74,58;53;59,none
628,1897,Cleo,male,67;21;91;23;27;7;39;49;69;1;48;46;38;20;52;12;78;82;92;5;0;31,78;69;38;82;52;91;39;46;49;0,none
629,4864,Kellen,male,7;11,none
630,6124,Shelva,female,4;25;36;34;20;62;27;68;48;52;5;93;88;30;38;49;51;56;26,36;20;52;49;25;4;34;88;62;93;48;27;56;5;51;30;68,none
631,2514,Alphonsus,male,35;14;59;50;40;95;13,95,none
632,2579,Martine,female,8;22;49;0;5;20;27;91;34;9;57;12;66;17,none
633,8187,Royce,male,16;33;87;4;48;12;22;61;47;73;75;21;9;91;66;79;89,66;33;73;47;79;16;61;9;91;21;4;87;12;48;75,none
634,3092,Shaunna,female,20;1;33;11;73;10;93;9;38;55;2;82;18;28;25;6;64;51;78,1;64;82;18,none
635,6530,Alvina,female,56;38;83;31;89;0;7;4;69;99;48;9;63;51;8;36;5;82;75;24;20;12,63;89;75;38;82;56;4,none
636,5413,Wendell,male,39;13;27;98;4;68;1;29;73;32;14;89;11,89;27;73;13;98;29;1;68,none
637,4278,Naoma,female,9;38;66;57;67;13;85;52;1;50;84;82;61;26;33;62;94;92;18;42;12;27;79,13;94;62;42;26;9;38;82;52,none
638,2708,Jonnie,male,36;40;92;88;70;35;87;71,88;87;35;70;36;40;92,none
639,7035,Maxine,female,41;47;46;51;12;58;98;28;50;20;60;75;11;99;76;64;35;4;2;42;89;54;94;0,11;4;50;28;2;12;47;54,none
640,6785,Leon,male,12;85;98;99;49;4;69;37;96;30;36;77;61;84;56;57;52;87;65;10,4;30;96;49;77;84;61;56;36;85;69;99;98;37;65;57;12;87;52,none
641,5706,Rosalind,female,36;43;26;79;46;13;39;94,43;46;13,none
642,7621,Jermey,male,1;69;36;30;39;56;84;62;21;53;3;0;50,30;69;0;21;62;56;84;36;3;1;53;39,none
643,4637,Ruthann,female,19;76;83;96;93;85;12;51;9;43;55;62;77;63;13;36;90;22;73;68;39;92,73;63;36;62;85;90;22;13;43;39,none
644,7238,Breann,female,8;55;88;87;77;66;52;19;99;29;91;23;95;93;73;13;50;45,66;88;52;23;93;77;95,none
645,4548,Caren,female,33;66;97;54;44;85;81;94;73;34;49;19;84;98,33,none
646,2414,Obe,male,91;19;11;28;68;59;3;67;75;35;74;8,59;11;91;3,none
647,4821,Orrie,male,10;18;4;78;82;37;9;27;56;63;90;60;46,90;27;56;37;63;60,none
648,8018,Rozanne,female,0;42;20;46;2;76;19;23;52;21;51;63;91;85,52;46;23,none
649,7968,Clarabelle,female,2;77;52;14;0;25;93;62;72;54;85;11;78;86;23;90;7;34;75;28;83,52;23;78,none
650,2073,Amare,male,29;95;66;21;31;54;50;19;26;37;96;8;43,21;29;8;26,none
651,5961,Andreas,male,82;96;62;88;53;73;44;47;29;2;36;99;14;28;16;0;64;51;97;65;35;48;52;4,2;82;73;29;36;52;51;65;64;16;53;0;44;62;28;35;88;97;96,none
652,2435,Donna,male,92;98;1;47;66,none
653,3649,Adeline,female,79;9;88;70;33;40;39;63;67,70;63;40;88;9;79,none
654,3383,Tilda,female,27;96;43;64;15;2;41;38;9;74;18,74;41;27;38;64;96;2;43,none
655,4769,Loni,female,36;54;49;72;87;29;57;43;97;92,87;49;54,none
656,2611,Bradly,male,52;56,none
657,8371,Dionne,female,27;50;28;30;61;22;19;15;34;14;43;62;11;17;98;0;94;58,62;94;34;98;22;61;28;50;0;14;15;27;11,none
658,8274,Fernando,male,23;84;19;53;76;50;81;82;37;86;73;20;79;92;60;70;40;63;48;26;28,50;81;19;86;63;48;20;60,none
659,9965,Monique,female,1;39;97;85;26;82;15;48;86;66;65;17;32;9;81;88;7;35;78,81;17;65;32;9;1;15;26;39;35;86;48;88;97;66;7;85,none
660,4803,Yoshiko,female,25;77;45;91;90;61;30;13;83;35;63,35;25;90;77,none
661,6178,Kalen,male,11;25;24;35;0;74;8;14;90;98;23,14;11;74;90;98;8;0;35;24;25,none
662,3779,Trumaine,male,44;94;60;8;24;2;58;51;1;54;32;30;57;35;3;68;79;31;92;22,31;8,none
663,3927,Una,female,83;64;55;1;29;71,55;1;29,none
664,9466,Samson,male,77;0;59;95;60;86;4;58;37;23;3;22;88;26;8;64;28;5;25;47;2;73;20,95;5;22;77;25;0;88;47;23;28;8;86;64;4;60;73;2,none
665,8307,Ashli,female,19;64;13,19;64,none
666,9870,Pearlie,male,57;71;96;87;63;91;24;64;18;65;31;97;15;6;14;41;59,none
667,1485,Vernell,male,94;20;71;16;7;74;30;0;9;52;21;85;22;98;99;29;63,99;30;52;98;16;85;20;21;94,none
668,7910,Eris,female,76;48;0;50;65;98;96;45,none
669,8999,Roxanna,female,13;95;29;67;65;83;16;78;35;44;21;64,13;67;35;16;44;65;21;78;95,none
670,9549,Charla,female,53;5;23;12;37,none
671,8600,Anton,male,75;98;67;14;12;76;81;27;80;44;7;63,98,none
672,9946,Iola,female,62;15,none
673,7004,Atlas,male,45;16;41;83;8;39;68;37;49;60;6,68;60;83;45;37;41;39;16;8,none
674,2332,Abram,male,27;81;42;77;92;78;58;86;69;46;89;90;31;3;14;67;71,89;67;90;58;27;46;78;14;86,none
675,8315,Brock,male,79;0;80;97;37;56;78;4;92;51;1;22;69;10,0;4;51;1;92;69;37;80;22;56,none
676,8742,Arbie,male,75;20;29;50;87;11;60;14;70;66;43;35;91;77;44;8;74;85;22;32;15;16,15;20,none
677,7342,Angelo,male,21;43;46,21,none
678,4223,Lorri,female,9;42;83;34;76;17;60;25;85;45;47;80;36;72;78;70;2;57;46;27,47;45;60;46;2;57;42;78;76;34;9;36,none
679,3630,Jarrod,male,98;42;26;51;53;83;67;72;77,72,none
680,1023,Marcella,female,83;5;53;1;26;32;22,26;53;1;32;83;5,none
681,5341,Ciera,female,18;21;32;47;70;57;16;48;62;50;69;92,18;32;62;48;47;21;70,none
682,7629,Enid,female,54;52;95,52;54,none
683,4361,Shayla,female,51;99;64;61;28;97;46;60;79,none
684,6636,Cassie,male,98;24;33;34;2;19;47;14;42;78;94;28;20;39;40;8;22;69;96;59;99,34;78;59;19;28;14;8;96;42;98;33;2,none
685,8861,Jackson,male,37;40;59;22;25;58;3;69,58,none
686,8414,Elwanda,female,54;45;62;3;12;93;84;14;15;47;95;78;81;73;94;90;50;63;7;91,14;95;50;73;3;84;63;90;15;7;47;54;62;94;78,none
687,2506,Cleve,male,79;6;61;16;81;5;68;12;20;85;18;10;93;28;55;44;98;74;43;45,79;28;81;98,none
688,3620,Buena,female,16;21;25;66;56;35;58;97;65;10;83;68,97;58;25;21,none
689,9512,Lena,male,62;95;73;55;48;90;87;30;47;57;72;94;9;79,30;62;47;55;90;57;94;73;72;9;95;87,none
690,4906,Jill,female,95,none
691,3774,Pauline,male,53;46,53,none
692,8934,Clytie,female,84;2;11;98;94;86;63;78;71;23;4;72;9;47;29;74;27;55;80;7;68;35,47;55;71;23;9;86;7;11;80;29,none
693,4482,Grayson,male,77;53;75;30;56;80;50,75,none
694,6848,Lenord,male,52;80;67;89;25,52;67;80;89,none
695,9171,Fiona,female,59;98;97;47;49;24;89;85;39;38;92;41;96;78;82;88;18;30;29,24;38;49;82;88;18;92;78;97;85;39;98;59;89;30,none
696,3563,Camren,male,10;29;15;91;14;54;43;92,29;91;10;15,none
697,3380,Tanika,female,13;4;17;77;8;51;85;18;34;63;2;87;80;35;90,35;85;34;51;8;13;63;87,none
698,1608,Starla,female,38;89;98;48;9;95;64;58;23;24;53;41;81;77;14;66;54,64;23;58;66;53;14;24;95;77;41;48,none
699,1806,Finnegan,male,78;60;61;19;62;51;71;26;14;91;5;22;45;21;59;81;80;47;49;96,47;80;59;49;60;71;51;61;81;21;26;19;91;45,none
700,2644,Sherrie,female,5;48;70;15;4;32;74;27;99;97,32;74;5;48;70;15;4;99,none
701,2870,Loretta,female,38;53;36;19;55;80;30;95;4;78;40;3;94;88,80;4,none
702,5404,Logan,male,27,none
703,7231,Concepcion,female,32;54;49;25;90;5;34;19;74;38;81;17;67;8;88;65;91;66;26;79,88;5;25;67;81;65;54;74;66;26;8;49;34;38;90;17,none
704,5554,Amiyah,female,63;12;71;29;66;17;41;69;3;83;92;14;94;73;21;15;70;54;0,71;29,none
705,6407,Chasity,female,89;49;76;11;19;70;78;28;45;74;16;73;82;8;75;25;53;26;58,53;19;11;16;49;76,none
706,8161,Corrine,female,12;13,none
707,5535,Suzanna,female,18;34;57;62;59;35;81;42;85;97;72,62;85;18;57;81,none
708,3357,Julius,male,84;11;17;50;20,11;17;84;50,none
709,5096,Odis,male,59;12;93;39;53;87;94;24;79,59;12;87;94;24;93,none
710,3574,Cressie,female,0;70;20;64;91;69;51;8;52;2;41;68;28;42;39;57;26;83;47;12;13;15;59;92,69;59;51;13;26;83;70;2;8;15;52;68;47;64;28;41;91,none
711,5333,Jarred,male,68;17;3;72;53;33;84;65;37;64;89;71;94;24;58;29;95;78;20;54;26;85;46;91;81,53;95;71;24;84;78;72;33;29;20;91;58;37;17;85;65;94;89;46;26;3;68;64,none
712,2915,Steve,male,72;60;83;10;20;79;40;89;17;76;99;4;43;86;38,43;79;40;60;17;76;83;72;89;4;99;86,none
713,1216,Oswaldo,male,58;64;41;69;42;98;8;62;57;5;33;63;76;47;70;34;13;28;0;3,98;42;76;8,none
714,2849,Samuel,male,81;98;50;38;73;15;6;90;13;85;84,81;50;85;98,none
715,9536,Exie,female,59,none
716,1196,Samir,male,15;18;86;30;38;54;61;45;56;50;16;31;17,45;56;18;30;15,none
717,7561,Madeleine,female,23;68;66;44;2;57;65;84,68;23;57;2;66,none
718,8076,Katerina,female,94;61;69;29;88;19;63;22;98,63;88;94;19,none
719,8282,Desirae,female,36;76;45;13;78;51;8;5;67;82;16;0;20;6,78,none
720,5762,Phyllis,female,86;62;49;26;56;25;54;23;15;28;68;76;61;39;52;67;13,54;39;68;67;49;15;52;23;76;26;62;25;61;28,none
721,1057,Kelis,female,51;81;49;92;63;2;98;29,51;63;49;81;92;98;2,none
722,4113,Verle,male,36;55;6;50;42;93;79;88;21;75;87,21;50;42;93,none
723,6319,Tawnya,female,55;50;32;18;19;86;88;35;96;84;48;76;58;39;30;99;24;70;65;13;94,35;48,none
724,5458,Maudie,female,48;10;66;44;31;47,none
725,3462,Tomas,male,48;46;70;73;19;71;33;10;28,none
726,5522,Kamden,male,45;16;66;63;20;49;58,45;16,none
727,2842,Ilda,female,0,none
728,6868,Cristi,female,43;18;55;85;70;86;61;29;75,none
729,4761,Jerry,male,36;35;68;85;5;75;30;80;41;89,36;35;68;5;85;30,none
730,4612,Frona,female,12;94;49;57;26;36;72;88;2;19;40;43;32,none
731,3536,Gladis,female,56;34;28;80;72;84;20;82;91;92;50;6;5;53;71;10;33;3;54;44;0;97;39;47;64,39;20;92;6;3;91;80;72;53;56;28;10;33;71;97;84;0;50;34;44;5;47;54;82,none
732,4653,Price,male,64;60;82;7;32;69;12;74;4;15;28;20;0;1;33;45;14;49,32;74;4;28;64;15;14;20;45;33;69;12;82;1;7;0,none
733,4557,Jeremie,male,30;21;18;83;16;45;78;77;44;41;38;61;79;94;4;35;32;46;89;9;76;47;55;17;59,47;4;21;78;30;32;83;16;79;55;76;17;41;35;89;18;38,none
734,7339,Gena,female,38;54;64;18;16;61;59;30;44;75;2;88;63;95;37;94;80;14;79;89;13;32;3;41,44;88;79;89;32;14;63;64;38;2;30;13;3;80;75,none
735,8643,Lyle,male,40;7;24;98;51;85;5;2;42;59;8;82;28;60;66;89;25;47;37;9;32,47;25;89;82;66;98,none
736,9153,Raven,male,97;91;64;57;82;43;4;33;93;70;60;86;75;50;11;53;84;54;62,97;33;70;57;11;4;75;54;93;60;50;64;84;86;82;53;91;43,none
737,1809,Andres,male,71;51;12;15,none
738,7691,Reagan,male,11;82;24;88;99;62;5;78;23,99;78;88,none
739,1836,Guthrie,male,60;51;39;80;5;68;77;83;10;43;95;59;84;49;69;13;97;4;35,13;80;43;4;49;51,none
740,9005,Tamatha,female,50;17;1;40;65;56;16;2;68,56;1;2;16;50,none
741,1437,Khari,male,17;32;52;93;12;33;26;6;80;2;9;62;77;24;0;23;68;94,9;62;80,none
742,7522,Vergie,female,17;9,17,none
743,7035,Vergie,female,62;56;1;52;42;57;40;17;45,17;62;1,none
744,1318,Tia,female,54;57;76;8;46;49;10;4;21;72;71;66;58;96;31;70;26;47;12,10;26;70;49;8;54;76;58;96;4;21;47;66;57;71;31,none
745,3721,Denice,female,95;91;15;10;13;32;81;73;23;4;92;31;56;39;97;29;20;74;76,31;20;23;56;92;95;73;10;32;4;74;97;91;13;15;81,none
746,4653,Jesus,male,64;84;20;10;25;1;80;37;32;16;91;22;65;90;69;19;7;48;50;77;86;74;79;71;82,25;71;65;91;37;84;7;10;1;90;22;86;77;48;69,none
747,1312,Neha,female,70;25,70,none
748,1538,Baker,male,56;72;88;86;25;83;76;31;13;21;70;12;8;82;66;68;48;47;92;50;91;26;59,88;48;25;91;50;72;31;70;92;26;82;8;86;56;83;21,none
749,6418,Coley,male,35;18;94;9;98;23;43;63;79;81;87;8;96;39;90;34;12;42;13;21,9;94;98;81;79;13;96;63;35;18;43;39;87;23;42;34,none
750,3219,Johnathon,male,17;28,17,none
751,2330,Betsey,female,5;86;84;33;28,86;84;5;33,none
752,6723,Coral,female,6;54;58;84;89;9;12;50;93;18;38;74;68;87,12;84;89;93;58;50;38;9;74;54;68,none
753,3125,Burns,male,41,none
754,2363,Dora,male,52;76;64;59;31;65,52,none
755,3225,Nickolas,male,90;24;12;92;15;11;35;93;95;20,24;11;35;90;12;15;93;95;92,none
756,6776,Che,male,57;89;68;60;46;96;42;54;25;81;4;26;12;73;82;8;18,46;42;26;60;73;4;68;12;81;25,none
757,6012,Vivien,female,25;10;85;63;31;91;11;30;23;65;44;16;86,23;16,none
758,8632,Christina,male,3;58;11,3,none
759,7884,Lucero,female,61;98;29;28;18;92;17;16;57;51,92;18;98;29,none
760,4557,Beth,female,53;31;44;87;71;82;28;20;99;24;56;17;81;85;32;9;69;90;58;95;74;86;11;73;19,17;58;20;85;44;81;82;73;95;28;71;74;86;56;90;32;9;53;69;11,none
761,3571,Kelvin,male,92;99;37;71;28;2;21;24;74;38;55;81;70;95;6;1;46;88;47;67;40;53;43;32;9,74;21;1;38;2;47;46;28;43;37;81;95;40;67;53,none
762,7487,Carla,female,27;80;95;47;0;21,none
763,7373,Jamila,female,80;58;16;14;86;67;90;12;9;4;87;3;18;34;76;73,4;9;14;16;12;58;3;87;80;86,none
764,4215,Edmond,male,77;56;43;34;15;61;67;78;3;0;30;62;86;66,77;61,none
765,9111,Janice,male,92;42;39;26;58;5;67;35;72;60;91;33;18;20;66;15;95;23;82;51;29,72;23;33;67;20;66;5;92,none
766,3412,Shellie,male,15;16;63;69;51;71;59;5;40;3;55;44;77;52;23;94;17;53,52;40;51;77;3;23;94;63,none
767,1145,Jessenia,female,17;86;0;35;64;31;36;67;78;92;51;37;84;9;73;6;2;12;79;75;95,37;84;31;2;75;64;78;6;86,none
768,9675,Ellison,male,30;82;57;65;61;26;3;54;72;13,61;65;26;3;57,none
769,7487,Della,male,79;36;42;19;7;14;52;46;57;68;84;90;55;38;8;82;11,46;82;55;19;57;7;8;52;14;68;38;79;42;90;84;36,none
770,1625,Christian,male,38;90;24;45;55;9;23;46;5;15;52;42;70;31;79;57;34;81;0;44;6,34;5;24;90;31,none
771,4470,Georgia,male,54;24,none
772,4364,Humphrey,male,29;34;57;79;44;65;49;8;41;63;21;23;92;61;12;80;10;60;91;36;58;46;76;87,92;76;8;46;10;80;57;23;21;41;61;79;44;65;12,none
773,3997,Liller,female,36;48;58;88;31;34,88;31,none
774,1111,Essie,male,89;21;88;42;3;55;52;14;56;2;69;1;66;50;93;25;53;32;18;51;7;44,88;50;7;69;52;56;18;55;1;32;14;42;66;53,none
775,1535,Tony,male,5;49;83;98;0;34;26;48;65;1;23;89;51;54;62;59;11;93;87,none
776,5309,Imanol,male,70;49;94;44;75;35;14,44;94;35,none
777,6085,Darin,male,50,none
778,6734,Kobe,male,63;46;65;19;22;62;8;48;11,none
779,7659,Margueritta,female,29;20;33;52;84;8;80;17;50;15;34;51,33;52,none
780,2482,Jerrie,female,63;94;9;92;42;74;48,none
781,6302,Elisa,female,64;12;89;70;29;63,none
782,1664,Wess,male,84;6;71;29,none
783,8690,Greyson,male,75;61;79;30;39;10;70;83,70,none
784,6086,Mazie,female,83;74;62;40;57;41;52;50;70;61;44;93;13;31;10;7;34;79;36,57;74;10;31;13;79;61;70,none
785,4723,Maeve,female,51;27;63;49;85;74;21;24;12;4;15;32;48;9;87;58;61;59,32;61;21;85;58;27;63;74;51;9,none
786,7510,Tayla,female,45;29;46;2;61;8;72;17;47;27,47;29;45;72;17;2;46;61;8,none
787,5673,Mathew,male,40;43;31;49;97;88;57;28;45;44;58;56;78;81;87;70;89;33;6;48;1,28;43;57;6;87;88;89;78;40;31;97;44;81;58;56;48,none
788,5577,Icy,female,85;6;72;7;68;44;58;46;55;17;28,17;85;7;72,none
789,7612,Linnie,male,42;69;77;71;53;21;76;78;19;2;61;81;72;55,none
790,7401,Teresa,female,50;29;69;56;47;97;15;83;31;30;6;82;67;72;87;2;59;17;4,87;72;97;31;82;30;83;56;6;59;2;29,none
791,2815,Maria,male,25;97;3;28;83;96;26;80;63;1;36,1;25;96;83;26,none
792,4521,Tilden,male,95;34;26;0;82;87;63;91;33;79;80;46,none
793,8610,Elisa,female,10;82;65;20;48;28;47;84;92;26;90;96,10;65;26;47;92;82;28;48;20;84;90,none
794,8007,Leonie,female,49;1;51;99;41;44;5;27;88;17;2;4;31;95;83;22;6;97;46;18;13;58;75;87,99;49;22;88;41;44;13;31;75;1;97;51;46;6;58;18;95;4,none
795,8020,Brenton,male,82;37;23;6;88;3;73;70;53;14;52;49;54;91,14;82;49;23;6;3;52;54;73;53;37;70,none
796,9819,Nina,female,54;58;3;59;95;17;50;56;13;49;28;84;73;41;39;91;64;4;2,41;49;64;13;73;3;28;56;4;95;50;39;54;91;17;59;58,none
797,5349,Allison,male,20;51;23;88;61;50;7;10;69;5;81;41,20;88;69;10;23;50;51;5;7,none
798,3887,Dalia,female,43;96;52;20;41;65,41;20;52,none
799,1745,Ferd,male,99;10;91;82;32;94;52;75;95;9;36;22;27;85,99;10;52;94;36;82;75;32;91;27;9;22;95,none
800,2757,Rosina,female,98,none
801,6598,Jerrica,female,37;15;58;88;22;39;73;68;41;70;36;1;69;74;43;29;48;93;2;63;21;56;83;75,2;29;48;41;88;73;83;58;37;43;39;36;93;1;56,none
802,9851,Colbert,male,15;72;46;5;83;90;0;53;54;22;12;41;50;78;36;21,50;0,none
803,8731,Chasity,female,10,none
804,9503,Deforest,male,75;91;67;20;34;25;65;50;92;82;60;84,34;25;65;91;60,none
805,4661,Levie,male,49;41;31;10;22;4;18;57;97;44;43;65,57;4;44;22;43;41;10,none
806,6037,Jeanna,female,61;31;54;51;79;64;69;28;47,64;28;69;79;61,none
807,6763,Ebony,female,35;65;43;78;75;0;85;56;87;36,78;75;85;65;0,none
808,6410,Tiffany,male,68;78,68,none
809,1370,Nicola,female,21;3,none
810,9128,Michelina,female,87;27;77;37;70;16;57;76;62;28;90;13;47;26;91;33;51;0;69;1;53,16;13;28;69;70;87;51;26;37;77;33;1;76;90;47;0;91;57;62,none
811,4035,Kailey,female,7;16;9;29;6;24;21;28;47;49;14;71;78;65;12;72;8;41;32;13;74;81;76;2;94,78;29;6;41;72;12,none
812,1706,Harriet,female,72;83;67;54;29;4;3;11;91,54,none
813,5121,Irene,male,47;83;42;97;87;96;52;37,47;87;96;42;97;83,none
814,9710,Declan,male,34;8;13;5;40;36;7;80;46;97;57;61;3;47;12;51;71;79;9;78;85;98;72,57;79;7;98;34;40;8;78;51;61;97;85;71;5;3;47;36;12;80;9;46,none
815,9262,Clyde,male,24;42;99;97;10;22;69;67;59;72;91;12;8;56;1;16;71;37;5;36;68;21,none
816,7222,Derick,male,86;29;92;82;42;6;78;76;1;4;17;94;77;9;56;85;20;87;2;12;96,94;42;56;86;82;12;2;1;77;20;76;92;87;9;29;78;6;85;17,none
817,5837,Fount,male,56;15;94;31;68;34;11;74;12;86;49;51;42;10;5;19;45;80;87;75,49;94;10;34;86;15;68;80;11;87;74,none
818,3827,Booker,male,93;49;1;32;72;19;35;29;22;48;78;7;28,7;72;49,none
819,1480,Tariq,male,37;25;12;80;89;22;24;96;57;56;20;67;93;11;73,57;11;25;89;96;12;80;24,none
820,2087,Yoshio,male,24;73;20;35;52;74;77;37,74;35,none
